Drug,Gene_Count,Genes,Gene_Sources,Drug_Sources
UMBRALISIB,10,"ABL1, AURKA, CDK2, CSNK1E, FGFR3, GSK3B, HDAC6, MAPK1, PIK3R1, TRIM24",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
VIDARABINE,10,"ADORA1, ADORA2A, ADORA2B, ADRB2, DCK, DPP4, GMNN, HDAC6, RRM1, TK1",CT,"ChEMBL, DrugBank, DrugCentral, TTD"
"3-(indole-3-yl)-4-phenyl-1H-pyrrole-2,5-dione",9,"CCNB1, CCNE1, CDK2, CDK4, EGFR, ERBB2, PRKCA, PRKCE, TEK",CT,TTD
7-hydroxystaurosporine,9,"CHEK2, GSK3B, LCK, MAPK14, PDPK1, PRKCA, PRKCB, PRKCD, PRKCE",CT,"DrugBank, GtoPdb"
Acetylsalicylic acid,9,"CASP1, CASP3, IKBKB, MAPK1, MYC, NFKBIA, PCNA, RPS6KA3, TP53","CT, CT;DCE_KEGG",DrugBank
adenosine triphosphate,9,"ABL1, GPR17, HSPA1A, HSPA8, JAK2, MAP3K7, MAPKAPK2, P2RY1, P2RY2",CT,"DrugCentral, TTD"
AMANTADINE HYDROCHLORIDE,9,"EHMT2, GMNN, GRIN2D, HDAC6, KPNB1, LMNA, RAN, SMN1, THRB",CT,ChEMBL
Calcium citrate,9,"ALG2, CALM1, CALM2, CALM3, CASR, CIB1, NRXN1, S100B, SPARC","CT, DCE_KEGG",DrugBank
Calcium Phosphate,9,"ALG2, CALM1, CALM2, CALM3, CASR, CIB1, NRXN1, S100B, SPARC","CT, DCE_KEGG",DrugBank
Calcium phosphate dihydrate,9,"ALG2, CALM1, CALM2, CALM3, CASR, CIB1, NRXN1, S100B, SPARC","CT, DCE_KEGG",DrugBank
CARBETAPENTANE CITRATE,9,"CHRM1, EHMT2, HIF1A, HNF4A, KPNB1, LMNA, NFE2L2, NFKB1, RAN","CT, CT;DCE_KEGG",ChEMBL
CARBIDOPA ANHYDROUS,9,"EHMT2, GMNN, HAP1, HDAC6, LMNA, MAPK1, MPHOSPH8, SMN1, VDR",CT,ChEMBL
CEFOTAXIME SODIUM,9,"CBFB, EHMT2, GMNN, HAP1, LMNA, MPHOSPH8, PIN1, RUNX1, WRN",CT,ChEMBL
CLOMIPRAMINE HYDROCHLORIDE,9,"EHMT2, GC, GMNN, HDAC6, LMNA, MEN1, SMN1, THRB, TP53","CT, CT;DCE_KEGG",ChEMBL
compound 66 [PMID: 19788238],9,"EPHA1, EPHA2, EPHA3, EPHA5, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4",CT,GtoPdb
DEFEROXAMINE,9,"APP, CA2, GMNN, GNAS, HDAC2, HIF1A, MME, MMP2, NFE2L2","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
DIFLUPREDNATE,9,"ANXA1, GMNN, HAP1, HDAC6, HIF1A, KPNB1, LMNA, NR3C1, RAN","CT, CT;DCE_KEGG","ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
diiodohydroxyquinoline,9,"ACE, COMT, EGFR, ERBB2, FYN, LCK, MAPK1, MAPK14, MAPK3","CT, DCE_KEGG",DrugCentral
ergometrine,9,"ADRA2B, DRD1, DRD3, HTR1A, HTR1B, HTR1D, HTR2B, HTR2C, HTR6",CT,DrugCentral
flupentixol,9,"CHRM1, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR2C, SIGMAR1, SLC22A1",CT,"DrugBank, DrugCentral, GtoPdb"
Glutamic acid,9,"GAD1, GC, GRIK2, GRIK5, GRIN2D, GRM2, GRM3, GRM6, NADSYN1","CT, DCE_KEGG","DrugBank, DrugCentral"
IDARUBICIN HYDROCHLORIDE,9,"GMNN, KPNB1, PIN1, PLK1, RAN, SMAD3, SNCA, TSG101, WRN",CT,ChEMBL
INGENOL MEBUTATE,9,"HDAC6, PRKACA, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
ISOCLOZAPINE,9,"ADRA1D, CHRM1, CHRM2, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5",CT,TTD
ISOPROTERENOL HYDROCHLORIDE,9,"ACHE, ADRB2, EHMT2, HDAC6, MAPK1, NFE2L2, NR3C1, PTH1R, RXFP1",CT,ChEMBL
LIOTHYRONINE SODIUM,9,"CBFB, EHMT2, GMNN, HIF1A, LMNA, MEN1, RUNX1, SMN1, THRB","CT, CT;DCE_KEGG",ChEMBL
METHACYCLINE HYDROCHLORIDE,9,"CBFB, GMNN, HAP1, KPNB1, MEN1, PLCB3, RUNX1, THRB, WRN",CT,ChEMBL
methylergometrine,9,"ADRA2B, DRD1, DRD3, HTR1A, HTR1B, HTR1F, HTR2B, HTR2C, HTR6",CT,"DrugBank, DrugCentral"
MK-2461,9,"FGFR1, FGFR3, FLT3, MERTK, MET, NTRK1, NTRK2, NTRK3, PDGFRB",CT,"GtoPdb, TTD"
NIFUROXAZIDE,9,"GMNN, HDAC6, LMNA, MEN1, MITF, NFE2L2, RAB9A, SMAD3, STAT3","CT, CT;DCE_KEGG","ChEMBL, DrugCentral"
OUABAIN OCTAHYDRATE,9,"AR, ESR1, NFE2L2, NR3C1, PPARD, PPARG, RXRA, THRB, VDR",CT,ChEMBL
OXYTETRACYCLINE HYDROCHLORIDE,9,"EHMT2, ESR1, HAP1, HDAC6, LMNA, NFE2L2, PPARD, PPARG, VDR",CT,ChEMBL
PANOBINOSTAT,9,"CDK2, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, NCOR2, PIK3R1",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
pexmetinib,9,"ABL1, ABL2, FGFR1, FYN, HCK, LYN, MAPK11, MAPK14, TEK",CT,"DrugBank, GtoPdb"
PHENELZINE SULFATE,9,"CBFB, EHMT2, GC, GMNN, LMNA, MPHOSPH8, NFE2L2, RUNX1, TP53","CT, CT;DCE_KEGG",ChEMBL
PMID19788238C66,9,"EPHA1, EPHA2, EPHA3, EPHA5, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4",CT,TTD
RAUWOLFIA SERPENTINA,9,"ADRA2B, ADRA2C, EHMT2, HIF1A, LMNA, MEN1, PSMA3, PSMA4, PSMA5","CT, CT;DCE_KEGG",ChEMBL
REPOTRECTINIB,9,"HDAC1, HDAC2, HDAC6, JAK2, NTRK1, NTRK2, NTRK3, ROS1, SRC",CT,"ChEMBL, DrugBank, GtoPdb, TTD"
roxindole,9,"ADRA2B, ADRA2C, DRD3, DRD4, HTR1A, HTR1B, HTR1D, HTR2B, HTR2C",CT,GtoPdb
Serotonin,9,"HTR1A, HTR1B, HTR1D, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT",CT,"DrugBank, TTD"
THONZONIUM BROMIDE,9,"BCL2A1, GC, GMNN, HSP90AA1, KPNB1, NFE2L2, PIN1, SMAD3, SMPD1",CT,ChEMBL
TRICHLORFON,9,"ACHE, AR, ESR1, GMNN, LMNA, NFE2L2, PPARD, RXRA, VDR",CT,ChEMBL
TRYPTOPHAN,9,"CA2, CASR, EHMT2, GPR17, HIF1A, LMNA, MEN1, MMP3, MPHOSPH8","CT, CT;DCE_KEGG","ChEMBL, DrugCentral"
VINCRISTINE SULFATE,9,"ACHE, EHMT2, GMNN, HIF1A, LMNA, NFE2L2, RAB9A, SMAD3, TUBA1A","CT, CT;DCE_KEGG",ChEMBL
ZOMEPIRAC SODIUM,9,"GMNN, HDAC6, LMNA, NFE2L2, PPARD, PPARG, RXRA, SMN1, VDR",CT,ChEMBL
5-CT,8,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR6, HTR7",CT,"GtoPdb, TTD"
ABROCITINIB,8,"ABL1, AURKA, CDK2, FGFR3, GSK3B, JAK2, MAPK1, TRIM24",CT,"ChEMBL, DrugBank, GtoPdb, TTD"
Acetate,8,"ACE, CA2, CALM1, CALM2, CALM3, ESR2, NOS1, SOD1","CT, DCE_KEGG",DrugBank
ASCIMINIB,8,"ABL1, AURKA, BCR, CDK2, FGFR3, GSK3B, MAPK1, TRIM24",CT,"ChEMBL, DrugBank, GtoPdb"
BALANOL,8,"CSNK2A1, GRK6, PRKACA, PRKCA, PRKCB, PRKCD, PRKCE, PRKCZ",CT,"GtoPdb, TTD"
BREXANOLONE,8,"DRD1, EHMT2, GABRG2, GMNN, HDAC6, LMNA, MEN1, PIN1",CT,"ChEMBL, DrugBank"
BUTOCONAZOLE NITRATE,8,"EHMT2, GC, GMNN, HSP90AA1, NFE2L2, PTH1R, SMAD3, VDR",CT,ChEMBL
CHOLESTEROL,8,"AR, HDAC6, LMNA, NFE2L2, NR3C1, PPARD, SNCA, VDR",CT,"ChEMBL, DrugBank"
CUDC-101,8,"EGFR, ERBB2, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6",CT,"DrugBank, GtoPdb, TTD"
CYCLOPHOSPHAMIDE,8,"CBFB, EHMT2, GMNN, HAP1, MAPK1, NFE2L2, RUNX1, SMAD3",CT,ChEMBL
CYSTEAMINE HYDROCHLORIDE,8,"ALDH2, EHMT2, GMNN, HDAC6, LMNA, NFE2L2, PLK1, VDR","CT, DCE_KEGG",ChEMBL
DEMECLOCYCLINE HYDROCHLORIDE,8,"EHMT2, ESR2, GMNN, HAP1, HTT, KPNB1, MEN1, PIN1",CT,ChEMBL
DESOXYCORTICOSTERONE ACETATE,8,"GMNN, HAP1, HDAC6, LMNA, MEN1, PGR, SMN1, VDR",CT,ChEMBL
DICLOFENAC SODIUM,8,"EHMT2, GC, GMNN, HDAC6, HIF1A, MPHOSPH8, SNCA, TTR","CT, CT;DCE_KEGG",ChEMBL
DIFLUCORTOLONE,8,"ADRA2C, AR, CHRM1, DRD3, HTR2B, HTT, MC3R, PGR",CT,ChEMBL
DIPHENIDOL HYDROCHLORIDE,8,"CHRM1, CHRM2, CHRM4, CHRM5, EHMT2, HAP1, LMNA, MAPK1",CT,ChEMBL
dovitinib,8,"CSF1R, EGFR, FGFR1, FGFR3, FLT3, INSR, PDGFRA, PDGFRB",CT,GtoPdb
DOXERCALCIFEROL,8,"ABL1, AURKA, CDK2, FGFR3, GSK3B, MAPK1, TRIM24, VDR",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
Ellagic acid,8,"CA2, CSNK2A1, GSK3B, HSPA1A, PRKACA, PRKCA, PRKCB, SMAD3",CT,"DrugBank, TTD"
ethinylestradiol,8,"ADORA2A, AR, ESR1, ESR2, NR3C1, OPRK1, PGR, SHBG",CT,"DrugBank, DrugCentral, GtoPdb"
FLUMEZAPINE,8,"CHRM1, CHRM2, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5",CT,TTD
GANAXOLONE,8,"DRD1, EHMT2, GABRG2, HAP1, HDAC6, MEN1, NFE2L2, VDR",CT,ChEMBL
Genistein,8,"AKT1, ESR1, ESR2, NCOA1, NCOA2, PTK2B, SHBG, TAS2R14","CT, MR","DrugBank, GtoPdb, TTD"
INDORAMIN,8,"ADRA1D, ADRA2B, ADRA2C, DRD4, HDAC6, KPNB1, PTH1R, RAN",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
ISOLOXAPINE,8,"CHRM1, CHRM2, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5",CT,TTD
LOXAPINE SUCCINATE,8,"CHRM1, EHMT2, LMNA, MEN1, MPHOSPH8, NFE2L2, SMN1, VDR",CT,ChEMBL
methiothepin,8,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR6, HTR7",CT,"GtoPdb, TTD"
NADH,8,"ALDH2, DLD, GAPDH, HMOX2, IMPDH1, NDUFA4L2, NDUFA6, RDH5","CT, CT;MR, DCE_KEGG",DrugBank
Ocaperidone,8,"ADRA1D, ADRA2B, ADRA2C, HTR1A, HTR1B, HTR1D, HTR2B, HTR2C",CT,"DrugBank, GtoPdb"
Oleandrin,8,"BCL2, CASP3, CASP8, EPHB2, MMP2, MMP9, NFKB2, NOTCH1",CT,"DrugBank, DrugCentral"
PADIMATE O,8,"EHMT2, GC, LMNA, NFE2L2, NR3C1, PIN1, PLK1, THRB",CT,ChEMBL
PD-0166326,8,"ABL1, EGFR, FGFR1, LCK, MAPK14, PDGFRA, PDGFRB, SRC",CT,TTD
PD-0173956,8,"ABL1, EGFR, FGFR1, LCK, MAPK14, PDGFRA, PDGFRB, SRC",CT,TTD
PD-166326,8,"ABL1, EGFR, FGFR1, LCK, MAPK14, PDGFRA, PDGFRB, SRC",CT,DrugBank
PENTAMIDINE ISETHIONATE,8,"CHRM1, EHMT2, GMNN, HDAC6, HIF1A, LMNA, RAB9A, SMN1","CT, CT;DCE_KEGG",ChEMBL
PERGOLIDE MESYLATE,8,"DRD1, DRD3, DRD4, DRD5, EHMT2, GMNN, KPNB1, PIN1",CT,ChEMBL
Phosphoaminophosphonic Acid-Adenylate Ester,8,"ACTA1, CCT3, CSNK2A1, EPHA2, EPHB2, GSK3B, IGF1R, LCK",CT,DrugBank
Phthalic Acid,8,"ESR1, ESR2, PGR, PPARA, PPARD, PPARG, RXRA, RXRG",CT,DrugBank
PROCHLORPERAZINE EDISYLATE,8,"EHMT2, GC, GMNN, HAP1, MAPK1, NFE2L2, TP53, VDR","CT, CT;DCE_KEGG",ChEMBL
ritanserin,8,"ADRA1D, HTR1A, HTR1B, HTR1D, HTR2B, HTR2C, HTR6, HTR7",CT,"DrugBank, GtoPdb, TTD"
Ro-4396686,8,"EGFR, FGFR1, FGFR3, FYN, MAPK1, PDGFRA, PDGFRB, PRKACA",CT,TTD
Ro31-8220,8,"AKT1, GSK3B, LCK, MAPK1, MAPK11, MAPK14, MAPK8, PRKCA",CT,TTD
ROSIGLITAZONE MALEATE,8,"CRHR2, GNAS, HDAC6, NR4A1, PIN1, PPARA, PPARG, RXRA",CT,ChEMBL
sitravatinib,8,"DDR2, EPHA3, FLT3, MERTK, MET, NTRK1, PDGFRA, RET",CT,"DrugBank, GtoPdb"
STAUROSPORINONE,8,"AKT1, GSK3B, LCK, MAPK11, MAPK14, MAPK8, PRKCA, PRKG1",CT,TTD
suramin,8,"P2RY1, P2RY2, PRKDC, PRMT1, RYR1, STAT1, STAT5A, STAT5B",CT,"DrugBank, DrugCentral, GtoPdb"
TAURINE,8,"EHMT2, GABBR1, GC, HAP1, HDAC6, LMNA, NFE2L2, PPARD",CT,"ChEMBL, DrugBank"
TETRACAINE HYDROCHLORIDE,8,"CBFB, EHMT2, GC, GMNN, HDAC6, LMNA, RAB9A, RUNX1",CT,ChEMBL
TFMPP,8,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR6, HTR7",CT,"GtoPdb, TTD"
trichostatin A,8,"CASP8, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, PTGER1",CT,"DrugBank, GtoPdb"
TRIFLUPERIDOL,8,"CHRM1, DRD1, DRD3, DRD4, EHMT2, MAPK1, SIGMAR1, TP53","CT, CT;DCE_KEGG","ChEMBL, DrugCentral"
UNOPROSTONE ISOPROPYL,8,"ADRA2C, AR, CHRM1, DRD3, HTR2B, HTT, MC3R, PGR",CT,ChEMBL
1-naphthylpiperazine,7,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR6, HTR7",CT,"GtoPdb, TTD"
8-OH-DPAT,7,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR7",CT,GtoPdb
ALVERINE CITRATE,7,"EHMT2, FPR1, GMNN, HNF4A, LMNA, MEN1, PIN1",CT,ChEMBL
AVOBENZONE,7,"CBFB, GMNN, HAP1, LMNA, MAPK1, PTH1R, RUNX1",CT,ChEMBL
BITHIONOLATE SODIUM,7,"CASP1, CASP7, MAPK1, MEN1, SMN1, TP53, VDR","CT, CT;DCE_KEGG",ChEMBL
BRL-15572,7,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR6",CT,"GtoPdb, TTD"
capeserod,7,"HTR1A, HTR1B, HTR1D, HTR2B, HTR2C, HTR6, HTR7",CT,GtoPdb
CEP-11981,7,"BLK, FGFR1, MAP3K7, NTRK1, NTRK2, RET, TEK",CT,"GtoPdb, TTD"
CEPHAPIRIN SODIUM,7,"EHMT2, GMNN, HAP1, KPNB1, MPHOSPH8, PLK1, WRN",CT,ChEMBL
compound 13d [PMID: 23639540],7,"ACVR1, ACVR1B, ACVRL1, BMPR1A, BMPR1B, TGFBR1, TGFBR2",CT,GtoPdb
compound 8h [PMID: 21561767],7,"ABL1, EPHA2, EPHA3, EPHA7, PDGFRA, RET, TEK",CT,GtoPdb
Curcumin,7,"APP, CA2, DNMT3B, EP300, MMP9, PPARG, VDR",CT,"DrugBank, GtoPdb, TTD"
CYCLOBENZAPRINE HYDROCHLORIDE,7,"EHMT2, GMNN, HAP1, HDAC6, LMNA, MEN1, MPHOSPH8",CT,ChEMBL
CYPROHEPTADINE HYDROCHLORIDE,7,"ADRB2, GMNN, HDAC6, LMNA, MEN1, MPHOSPH8, NFE2L2",CT,ChEMBL
DIMERCAPROL,7,"APP, EHMT2, GMNN, HTT, LMNA, SMAD3, VDR",CT,"ChEMBL, DrugBank"
DITHIAZANINE,7,"EHMT2, GMNN, HTT, MEN1, SMAD3, SNCA, VDR",CT,ChEMBL
DOBUTAMINE HYDROCHLORIDE,7,"EHMT2, GMNN, KPNB1, LMNA, MAPK1, MPHOSPH8, RAN",CT,ChEMBL
dorsomorphin,7,"ACVR1, EPHA2, FKBP1A, FLT3, LCK, RPS6KA1, SRC",CT,"DrugBank, GtoPdb"
Dosulepin,7,"ADRA2B, CHRM1, CHRM2, CHRM4, CHRM5, HTR1A, HTT",CT,"DrugBank, DrugCentral, GtoPdb"
eCF506,7,"ABL1, BLK, FYN, HCK, LCK, LYN, SRC",CT,GtoPdb
Enzastaurin,7,"AKT1, AURKA, CHEK2, PIK3R1, PRKCA, PRKCB, PRKCD",CT,"DrugBank, GtoPdb, TTD"
FLUPHENAZINE HYDROCHLORIDE,7,"GC, GMNN, LMNA, MAPK1, MEN1, MPHOSPH8, SMN1",CT,ChEMBL
FUTIBATINIB,7,"BTK, EGFR, FGFR1, FGFR3, INSR, MAPK1, MAPK3",CT,"ChEMBL, DrugBank, GtoPdb"
G6976,7,"NFKB1, NFKB2, PRKCZ, PRKD1, REL, RELA, RELB",CT,TTD
givinostat,7,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, JAK2",CT,"DrugBank, GtoPdb"
GR 127935,7,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR6",CT,GtoPdb
GUANABENZ ACETATE,7,"CHRM1, GMNN, HAP1, HDAC6, HIF1A, LMNA, SNCA","CT, CT;DCE_KEGG",ChEMBL
HALOFANTRINE HYDROCHLORIDE,7,"GC, GMNN, HSP90AA1, LMNA, NFE2L2, SMPD1, SNCA",CT,ChEMBL
ilomastat,7,"ADAM10, ADAM17, MMP1, MMP2, MMP3, MMP7, MMP9",CT,"DrugBank, GtoPdb"
INDOCYANINE GREEN,7,"CRHR2, GMNN, NFE2L2, PIN1, PLK1, VDR, WRN",CT,ChEMBL
IOBENGUANE,7,"DRD1, HDAC6, HIF1A, NFE2L2, POU2F1, RAB9A, SLC22A1","CT, CT;DCE_KEGG",ChEMBL
KN-62,7,"AKT1, LCK, MAPK1, MAPK11, MAPK14, MAPK8, PRKCA",CT,TTD
LABETALOL HYDROCHLORIDE,7,"ADRA1D, ADRA2B, ADRA2C, ADRB2, HDAC6, LMNA, SMN1",CT,ChEMBL
linoleic acid,7,"ADORA1, F3, FFAR1, HNF4A, PPARA, PPARD, PPARG",CT,"DrugCentral, GtoPdb"
LY344864,7,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR7",CT,"GtoPdb, TTD"
Medical Cannabis,7,"CNR1, CNR2, HTR1A, PPARG, SMPD1, SOD1, VDAC1",CT,DrugBank
melperone,7,"CHRM2, CHRM4, DRD3, DRD4, HTR1A, HTR1D, HTR2C",CT,DrugCentral
METHOXAMINE HYDROCHLORIDE,7,"EHMT2, GMNN, HDAC6, MAPK1, MEN1, PTH1R, TP53","CT, CT;DCE_KEGG",ChEMBL
METHYLENE BLUE CATION,7,"APP, GMNN, HAP1, HDAC6, MEN1, SMAD3, THRB",CT,ChEMBL
MOBOCERTINIB,7,"BLK, BMX, BTK, EGFR, ERBB2, ERBB3, ITK",CT,"ChEMBL, DrugBank, GtoPdb, TTD"
MORICIZINE HYDROCHLORIDE,7,"GMNN, HAP1, LMNA, MAPK1, MEN1, PTH1R, SMN1",CT,ChEMBL
MORPHINE,7,"ACHE, CNR1, CNR2, OPRK1, OPRL1, SIGMAR1, SLC22A1",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
NAFCILLIN SODIUM,7,"EHMT2, GMNN, HDAC6, HIF1A, KPNB1, LMNA, RAN","CT, CT;DCE_KEGG",ChEMBL
NOREPINEPHRINE BITARTRATE,7,"DRD3, EHMT2, GMNN, HAP1, KPNB1, PIN1, PTH1R",CT,ChEMBL
oleic acid,7,"F3, FFAR1, PPARA, PPARD, PPARG, RXRA, TOP1",CT,"DrugBank, DrugCentral, GtoPdb"
PARGYLINE HYDROCHLORIDE,7,"EHMT2, GMNN, HDAC6, LMNA, MPHOSPH8, PTH1R, SMN1",CT,ChEMBL
Parthenolide,7,"IKBKB, NFKB1, NFKB2, REL, RELA, RELB, TAS2R14","CT, MR","DrugBank, GtoPdb, TTD"
PHENTOLAMINE MESYLATE,7,"CHRM1, EHMT2, GMNN, MPHOSPH8, NFE2L2, NFKB1, SMAD3",CT,ChEMBL
PHENYTOIN SODIUM,7,"CHRM1, EHMT2, GMNN, HDAC6, LMNA, NFE2L2, THRB",CT,ChEMBL
PMID21561767C8h,7,"ABL1, EPHA2, EPHA3, EPHA7, PDGFRA, RET, TEK",CT,TTD
Pralsetinib,7,"FGFR1, FLT3, JAK2, NTRK1, NTRK3, PDGFRB, RET",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
PROCHLORPERAZINE MALEATE,7,"GC, GMNN, LMNA, MAPK1, MEN1, MPHOSPH8, SMN1",CT,ChEMBL
PROPANTHELINE BROMIDE,7,"EHMT2, HAP1, KPNB1, LMNA, NFE2L2, RAN, SMN1",CT,ChEMBL
RESORCINOL,7,"AR, CA2, GMNN, HAP1, HDAC6, LMNA, NFE2L2",CT,"ChEMBL, DrugBank, DrugCentral, TTD"
RIPK3 inhibitor 18,7,"DDR2, EPHA5, EPHA8, EPHB2, MET, RAF1, RIPK1",CT,GtoPdb
RITLECITINIB,7,"BLK, BMX, BTK, EGFR, ERBB2, ITK, JAK2",CT,"ChEMBL, DrugBank"
RO-320432,7,"GSK3B, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
SB-271046,7,"DRD1, DRD3, DRD4, HTR1A, HTR2C, HTR6, HTR7",CT,TTD
SERTACONAZOLE NITRATE,7,"EHMT2, GC, GMNN, HSP90AA1, NFE2L2, PTH1R, SMAD3",CT,ChEMBL
SODIUM LACTATE,7,"CA2, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6",CT,ChEMBL
SODIUM PHENYLBUTYRATE,7,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, PRKCA",CT,"ChEMBL, TTD"
talipexole,7,"ADRA1D, ADRA2B, ADRA2C, DRD3, DRD4, DRD5, HTR1A",CT,DrugCentral
TARTARIC ACID,7,"GMNN, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6",CT,ChEMBL
Tiotropium,7,"ADRB2, CHRM1, CHRM2, CHRM4, CHRM5, HDAC6, SLC22A1",CT,"ChEMBL, DrugBank, GtoPdb"
TIRABRUTINIB,7,"BLK, BMX, BTK, EGFR, ERBB2, ITK, LCK",CT,"ChEMBL, DrugBank, GtoPdb"
TOREMIFENE,7,"EHMT2, ESR1, GMNN, HDAC6, HTR6, LMNA, SHBG",CT,"ChEMBL, DrugBank, DrugCentral, TTD"
TRIFLUPROMAZINE HYDROCHLORIDE,7,"EHMT2, GMNN, HDAC6, LMNA, MEN1, MPHOSPH8, TP53","CT, CT;DCE_KEGG",ChEMBL
WAY-466,7,"HTR1A, HTR1B, HTR1D, HTR1F, HTR2C, HTR6, HTR7",CT,TTD
YOHIMBINE HYDROCHLORIDE,7,"ACHE, ADRA2B, ADRA2C, EHMT2, GMNN, HDAC6, THRB",CT,ChEMBL
zotiraciclib,7,"CDK2, CDK9, CSF1R, FLT3, FYN, JAK2, LCK",CT,"DrugBank, GtoPdb"
1-(3-(pentafluorosulfanyl)phenyl)propan-2-amine,6,"HTR1A, HTR1B, HTR1D, HTR2B, HTR6, HTR7",CT,TTD
"2,3,3-Triphenyl-acrylonitrile",6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
"2-(4-Hydroxy-phenyl)-3,3-diphenyl-acrylonitrile",6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
2-methyl-5-HT,6,"HTR1B, HTR1D, HTR1F, HTR2B, HTR3A, HTR6",CT,"GtoPdb, TTD"
"3,3-Bis-(4-hydroxy-phenyl)-2-phenyl-acrylonitrile",6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
"3,3-Bis-(4-methoxy-phenyl)-2-phenyl-acrylonitrile",6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
"3-(4-Hydroxy-phenyl)-2,3-diphenyl-acrylonitrile",6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
4-cycloheptyliden(4-hydroxyphenyl)methylphenol,6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
4-cyclohexyliden(4-hydroxyphenyl)methylphenol,6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
4-[1-(4-hydroxyphenyl)-3-methyl-1-butenyl]phenol,6,"PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ",CT,TTD
"5,6-dichloro-3,4-dihydroquinazolin-2-amine",6,"HTR1A, HTR1D, HTR2C, HTR3A, HTR6, HTR7",CT,TTD
5-MeOT,6,"HTR1B, HTR1D, HTR1F, HTR2C, HTR6, HTR7",CT,GtoPdb
ACRISORCIN,6,"CASP1, CASP7, GC, HAP1, HDAC6, VDR",CT,ChEMBL
Alvocidib,6,"CDK2, CDK4, CDK6, CDK7, CDK9, EGFR",CT,"DrugBank, GtoPdb"
ARMODAFINIL,6,"ADRA1D, DRD3, DRD4, HDAC6, HTT, SIGMAR1",CT,"ChEMBL, DrugBank, DrugCentral, TTD"
BENZALKONIUM CHLORIDE,6,"GC, MAPK1, MEN1, SMN1, TP53, VDR","CT, CT;DCE_KEGG",ChEMBL
BENZOIN,6,"ACHE, AR, GMNN, HDAC6, LMNA, NFE2L2",CT,ChEMBL
BROMOCRIPTINE MESYLATE,6,"ACHE, CBFB, EHMT2, GMNN, LMNA, RUNX1",CT,ChEMBL
Bryostatin 1,6,"CASP8, PRKACA, PRKCA, PRKCD, PRKCE, PRKD1",CT,"DrugBank, GtoPdb"
BUPROPION HYDROCHLORIDE,6,"EHMT2, GMNN, HAP1, HDAC6, PTH1R, SMN1",CT,ChEMBL
carbacyclin,6,"PTGDR, PTGER1, PTGER2, PTGER3, PTGFR, PTGIR",CT,"GtoPdb, TTD"
