rank_by_AE_burden,cohort_id,drug,file,ae_score_sum_probability,n_AE_events,trial_id_used
1084,NCT04809974,Orciprenaline,result_trial_data_NCT04809974_CF_Orciprenaline_AE_mapped.tsv,4.643094,100,trial_2
1085,NCT04809974,Demeclocycline,result_trial_data_NCT04809974_CF_Demeclocycline_AE_mapped.tsv,4.643603,100,trial_2
1086,NCT04809974,Glycine_betaine,result_trial_data_NCT04809974_CF_Glycine_betaine_AE_mapped.tsv,4.643689,100,trial_2
1087,NCT04809974,Methotrimeprazine,result_trial_data_NCT04809974_CF_Methotrimeprazine_AE_mapped.tsv,4.644631,100,trial_2
1088,NCT04809974,Flecainide,result_trial_data_NCT04809974_CF_Flecainide_AE_mapped.tsv,4.656165,100,trial_2
1089,NCT04809974,Dapiprazole,result_trial_data_NCT04809974_CF_Dapiprazole_AE_mapped.tsv,4.656947,100,trial_2
1090,NCT04809974,Cerivastatin,result_trial_data_NCT04809974_CF_Cerivastatin_AE_mapped.tsv,4.657736,100,trial_2
1091,NCT04809974,Hydroflumethiazide,result_trial_data_NCT04809974_CF_Hydroflumethiazide_AE_mapped.tsv,4.660392,100,trial_2
1092,NCT04809974,Flibanserin,result_trial_data_NCT04809974_CF_Flibanserin_AE_mapped.tsv,4.661985,100,trial_2
1093,NCT04809974,Phenindamine,result_trial_data_NCT04809974_CF_Phenindamine_AE_mapped.tsv,4.663370,100,trial_2
1094,NCT04809974,Butabarbital,result_trial_data_NCT04809974_CF_Butabarbital_AE_mapped.tsv,4.665672,100,trial_2
1095,NCT04809974,Phenylbutazone,result_trial_data_NCT04809974_CF_Phenylbutazone_AE_mapped.tsv,4.667398,100,trial_2
1096,NCT04809974,Ergotamine,result_trial_data_NCT04809974_CF_Ergotamine_AE_mapped.tsv,4.668879,100,trial_2
1097,NCT04809974,Oxaliplatin,result_trial_data_NCT04809974_CF_Oxaliplatin_AE_mapped.tsv,4.672197,100,trial_2
1098,NCT04809974,Nicergoline,result_trial_data_NCT04809974_CF_Nicergoline_AE_mapped.tsv,4.674411,100,trial_2
1099,NCT04809974,Protriptyline,result_trial_data_NCT04809974_CF_Protriptyline_AE_mapped.tsv,4.675089,100,trial_2
1100,NCT04809974,Flupirtine,result_trial_data_NCT04809974_CF_Flupirtine_AE_mapped.tsv,4.676735,100,trial_2
1101,NCT04809974,Iopanoic_acid,result_trial_data_NCT04809974_CF_Iopanoic_acid_AE_mapped.tsv,4.677362,100,trial_2
1102,NCT04809974,Hexylresorcinol,result_trial_data_NCT04809974_CF_Hexylresorcinol_AE_mapped.tsv,4.679986,100,trial_2
1103,NCT04809974,Dihydroergocristine,result_trial_data_NCT04809974_CF_Dihydroergocristine_AE_mapped.tsv,4.683238,100,trial_2
1104,NCT04809974,Eprosartan,result_trial_data_NCT04809974_CF_Eprosartan_AE_mapped.tsv,4.684572,100,trial_2
1105,NCT04809974,Hydrocortisone_succi,result_trial_data_NCT04809974_CF_Hydrocortisone_succi_AE_mapped.tsv,4.685736,100,trial_2
1106,NCT04809974,Dexfenfluramine,result_trial_data_NCT04809974_CF_Dexfenfluramine_AE_mapped.tsv,4.687462,100,trial_2
1107,NCT04809974,Protirelin,result_trial_data_NCT04809974_CF_Protirelin_AE_mapped.tsv,4.688356,100,trial_2
1108,NCT04809974,Proguanil,result_trial_data_NCT04809974_CF_Proguanil_AE_mapped.tsv,4.692017,100,trial_2
1109,NCT04809974,Lercanidipine,result_trial_data_NCT04809974_CF_Lercanidipine_AE_mapped.tsv,4.692541,100,trial_2
1110,NCT04809974,Pemirolast,result_trial_data_NCT04809974_CF_Pemirolast_AE_mapped.tsv,4.693990,100,trial_2
1111,NCT04809974,Amiloride,result_trial_data_NCT04809974_CF_Amiloride_AE_mapped.tsv,4.697727,100,trial_2
1112,NCT04809974,Cefonicid,result_trial_data_NCT04809974_CF_Cefonicid_AE_mapped.tsv,4.698296,100,trial_2
1113,NCT04809974,Halazepam,result_trial_data_NCT04809974_CF_Halazepam_AE_mapped.tsv,4.699682,100,trial_2
1114,NCT04809974,Vortioxetine,result_trial_data_NCT04809974_CF_Vortioxetine_AE_mapped.tsv,4.700553,100,trial_2
1115,NCT04809974,Vincristine,result_trial_data_NCT04809974_CF_Vincristine_AE_mapped.tsv,4.703278,100,trial_2
1116,NCT04809974,Etravirine,result_trial_data_NCT04809974_CF_Etravirine_AE_mapped.tsv,4.707733,100,trial_2
1117,NCT04809974,Bethanidine,result_trial_data_NCT04809974_CF_Bethanidine_AE_mapped.tsv,4.711429,100,trial_2
1118,NCT04809974,Meprobamate,result_trial_data_NCT04809974_CF_Meprobamate_AE_mapped.tsv,4.712086,100,trial_2
1119,NCT04809974,Aripiprazole_lauroxi,result_trial_data_NCT04809974_CF_Aripiprazole_lauroxi_AE_mapped.tsv,4.714602,100,trial_2
1120,NCT04809974,Sildenafil,result_trial_data_NCT04809974_CF_Sildenafil_AE_mapped.tsv,4.714686,100,trial_2
1121,NCT04809974,Fingolimod,result_trial_data_NCT04809974_CF_Fingolimod_AE_mapped.tsv,4.719353,100,trial_2
1122,NCT04809974,Pimecrolimus,result_trial_data_NCT04809974_CF_Pimecrolimus_AE_mapped.tsv,4.720497,100,trial_2
1123,NCT04809974,Candesartan_cilexeti,result_trial_data_NCT04809974_CF_Candesartan_cilexeti_AE_mapped.tsv,4.723669,100,trial_2
1124,NCT04809974,Masoprocol,result_trial_data_NCT04809974_CF_Masoprocol_AE_mapped.tsv,4.726358,100,trial_2
1125,NCT04809974,Tertatolol,result_trial_data_NCT04809974_CF_Tertatolol_AE_mapped.tsv,4.730570,100,trial_2
1126,NCT04809974,Guanosine_5__Diphosp,result_trial_data_NCT04809974_CF_Guanosine_5__Diphosp_AE_mapped.tsv,4.735416,100,trial_2
1127,NCT04809974,Fenoprofen,result_trial_data_NCT04809974_CF_Fenoprofen_AE_mapped.tsv,4.735961,100,trial_2
1128,NCT04809974,Trimethadione,result_trial_data_NCT04809974_CF_Trimethadione_AE_mapped.tsv,4.736696,100,trial_2
1129,NCT04809974,Piribedil,result_trial_data_NCT04809974_CF_Piribedil_AE_mapped.tsv,4.739922,100,trial_2
1130,NCT04809974,Debrisoquine,result_trial_data_NCT04809974_CF_Debrisoquine_AE_mapped.tsv,4.744765,100,trial_2
1131,NCT04809974,Fidaxomicin,result_trial_data_NCT04809974_CF_Fidaxomicin_AE_mapped.tsv,4.749666,100,trial_2
1132,NCT04809974,Cyclizine,result_trial_data_NCT04809974_CF_Cyclizine_AE_mapped.tsv,4.749939,100,trial_2
1133,NCT04809974,Dofetilide,result_trial_data_NCT04809974_CF_Dofetilide_AE_mapped.tsv,4.754554,100,trial_2
1134,NCT04809974,Metipranolol,result_trial_data_NCT04809974_CF_Metipranolol_AE_mapped.tsv,4.758365,100,trial_2
1135,NCT04809974,Irbesartan,result_trial_data_NCT04809974_CF_Irbesartan_AE_mapped.tsv,4.759375,100,trial_2
1136,NCT04809974,Phenmetrazine,result_trial_data_NCT04809974_CF_Phenmetrazine_AE_mapped.tsv,4.763637,100,trial_2
1137,NCT04809974,Enoxacin,result_trial_data_NCT04809974_CF_Enoxacin_AE_mapped.tsv,4.763713,100,trial_2
1138,NCT04809974,Nomifensine,result_trial_data_NCT04809974_CF_Nomifensine_AE_mapped.tsv,4.771490,100,trial_2
1139,NCT04809974,Dexrazoxane,result_trial_data_NCT04809974_CF_Dexrazoxane_AE_mapped.tsv,4.773122,100,trial_2
1140,NCT04809974,Filgotinib,result_trial_data_NCT04809974_CF_Filgotinib_AE_mapped.tsv,4.780865,100,trial_2
1141,NCT04809974,Halcinonide,result_trial_data_NCT04809974_CF_Halcinonide_AE_mapped.tsv,4.783076,100,trial_2
1142,NCT04809974,Guanethidine,result_trial_data_NCT04809974_CF_Guanethidine_AE_mapped.tsv,4.786748,100,trial_2
1143,NCT04809974,Teriflunomide,result_trial_data_NCT04809974_CF_Teriflunomide_AE_mapped.tsv,4.797596,100,trial_2
1144,NCT04809974,Allopurinol,result_trial_data_NCT04809974_CF_Allopurinol_AE_mapped.tsv,4.799505,100,trial_2
1145,NCT04809974,Chloroquine,result_trial_data_NCT04809974_CF_Chloroquine_AE_mapped.tsv,4.799720,100,trial_2
1146,NCT04809974,Monobenzone,result_trial_data_NCT04809974_CF_Monobenzone_AE_mapped.tsv,4.802431,100,trial_2
1147,NCT04809974,Buformin,result_trial_data_NCT04809974_CF_Buformin_AE_mapped.tsv,4.802570,100,trial_2
1148,NCT04809974,Trimethobenzamide,result_trial_data_NCT04809974_CF_Trimethobenzamide_AE_mapped.tsv,4.810459,100,trial_2
1149,NCT04809974,Medrysone,result_trial_data_NCT04809974_CF_Medrysone_AE_mapped.tsv,4.813595,100,trial_2
1150,NCT04809974,Oseltamivir,result_trial_data_NCT04809974_CF_Oseltamivir_AE_mapped.tsv,4.814220,100,trial_2
1151,NCT04809974,Sulfamerazine,result_trial_data_NCT04809974_CF_Sulfamerazine_AE_mapped.tsv,4.814504,100,trial_2
1152,NCT04809974,Quinacrine,result_trial_data_NCT04809974_CF_Quinacrine_AE_mapped.tsv,4.821197,100,trial_2
1153,NCT04809974,Methantheline,result_trial_data_NCT04809974_CF_Methantheline_AE_mapped.tsv,4.824679,100,trial_2
1154,NCT04809974,Buserelin,result_trial_data_NCT04809974_CF_Buserelin_AE_mapped.tsv,4.825214,100,trial_2
1155,NCT04809974,Methazolamide,result_trial_data_NCT04809974_CF_Methazolamide_AE_mapped.tsv,4.831098,100,trial_2
1156,NCT04809974,Laropiprant,result_trial_data_NCT04809974_CF_Laropiprant_AE_mapped.tsv,4.832908,100,trial_2
1157,NCT04809974,Cilastatin,result_trial_data_NCT04809974_CF_Cilastatin_AE_mapped.tsv,4.833887,100,trial_2
1158,NCT04809974,Sulfaphenazole,result_trial_data_NCT04809974_CF_Sulfaphenazole_AE_mapped.tsv,4.833986,100,trial_2
1159,NCT04809974,Rivaroxaban,result_trial_data_NCT04809974_CF_Rivaroxaban_AE_mapped.tsv,4.840011,100,trial_2
1160,NCT04809974,Vinpocetine,result_trial_data_NCT04809974_CF_Vinpocetine_AE_mapped.tsv,4.841131,100,trial_2
1161,NCT04809974,Methysergide,result_trial_data_NCT04809974_CF_Methysergide_AE_mapped.tsv,4.847200,100,trial_2
1162,NCT04809974,Levamlodipine,result_trial_data_NCT04809974_CF_Levamlodipine_AE_mapped.tsv,4.850385,100,trial_2
1163,NCT04809974,Diphemanil,result_trial_data_NCT04809974_CF_Diphemanil_AE_mapped.tsv,4.851946,100,trial_2
1164,NCT04809974,Benzphetamine,result_trial_data_NCT04809974_CF_Benzphetamine_AE_mapped.tsv,4.859227,100,trial_2
1165,NCT04809974,Promazine,result_trial_data_NCT04809974_CF_Promazine_AE_mapped.tsv,4.860205,100,trial_2
1166,NCT04809974,Pivmecillinam,result_trial_data_NCT04809974_CF_Pivmecillinam_AE_mapped.tsv,4.861534,100,trial_2
1167,NCT04809974,Lactitol,result_trial_data_NCT04809974_CF_Lactitol_AE_mapped.tsv,4.862906,100,trial_2
1168,NCT04809974,Cefpodoxime,result_trial_data_NCT04809974_CF_Cefpodoxime_AE_mapped.tsv,4.863540,100,trial_2
1169,NCT04809974,Acetohydroxamic_acid,result_trial_data_NCT04809974_CF_Acetohydroxamic_acid_AE_mapped.tsv,4.872841,100,trial_2
1170,NCT04809974,Dienestrol,result_trial_data_NCT04809974_CF_Dienestrol_AE_mapped.tsv,4.876072,100,trial_2
1171,NCT04809974,Capecitabine,result_trial_data_NCT04809974_CF_Capecitabine_AE_mapped.tsv,4.879175,100,trial_2
1172,NCT04809974,Eletriptan,result_trial_data_NCT04809974_CF_Eletriptan_AE_mapped.tsv,4.879841,100,trial_2
1173,NCT04809974,Butriptyline,result_trial_data_NCT04809974_CF_Butriptyline_AE_mapped.tsv,4.884286,100,trial_2
1174,NCT04809974,Ethinamate,result_trial_data_NCT04809974_CF_Ethinamate_AE_mapped.tsv,4.884849,100,trial_2
1175,NCT04809974,Dicyclomine,result_trial_data_NCT04809974_CF_Dicyclomine_AE_mapped.tsv,4.885313,100,trial_2
1176,NCT04809974,Meticillin,result_trial_data_NCT04809974_CF_Meticillin_AE_mapped.tsv,4.888546,100,trial_2
1177,NCT04809974,Sparfloxacin,result_trial_data_NCT04809974_CF_Sparfloxacin_AE_mapped.tsv,4.893600,100,trial_2
1178,NCT04809974,Novobiocin,result_trial_data_NCT04809974_CF_Novobiocin_AE_mapped.tsv,4.914400,100,trial_2
1179,NCT04809974,Proscillaridin,result_trial_data_NCT04809974_CF_Proscillaridin_AE_mapped.tsv,4.916098,100,trial_2
1180,NCT04809974,Plerixafor,result_trial_data_NCT04809974_CF_Plerixafor_AE_mapped.tsv,4.916661,100,trial_2
1181,NCT04809974,Zileuton,result_trial_data_NCT04809974_CF_Zileuton_AE_mapped.tsv,4.920613,100,trial_2
1182,NCT04809974,Ethionamide,result_trial_data_NCT04809974_CF_Ethionamide_AE_mapped.tsv,4.924145,100,trial_2
1183,NCT04809974,Clobutinol,result_trial_data_NCT04809974_CF_Clobutinol_AE_mapped.tsv,4.928565,100,trial_2
1184,NCT04809974,Carbinoxamine,result_trial_data_NCT04809974_CF_Carbinoxamine_AE_mapped.tsv,4.931199,100,trial_2
1185,NCT04809974,Dacarbazine,result_trial_data_NCT04809974_CF_Dacarbazine_AE_mapped.tsv,4.933930,100,trial_2
1186,NCT04809974,Ebastine,result_trial_data_NCT04809974_CF_Ebastine_AE_mapped.tsv,4.942646,100,trial_2
1187,NCT04809974,Meclofenamic_acid,result_trial_data_NCT04809974_CF_Meclofenamic_acid_AE_mapped.tsv,4.950060,100,trial_2
1188,NCT04809974,Etoposide,result_trial_data_NCT04809974_CF_Etoposide_AE_mapped.tsv,4.960726,100,trial_2
1189,NCT04809974,Isocarboxazid,result_trial_data_NCT04809974_CF_Isocarboxazid_AE_mapped.tsv,4.963604,100,trial_2
1190,NCT04809974,Isoconazole,result_trial_data_NCT04809974_CF_Isoconazole_AE_mapped.tsv,4.964833,100,trial_2
1191,NCT04809974,Taurolidine,result_trial_data_NCT04809974_CF_Taurolidine_AE_mapped.tsv,4.967064,100,trial_2
1192,NCT04809974,Hydroxyurea,result_trial_data_NCT04809974_CF_Hydroxyurea_AE_mapped.tsv,4.968069,100,trial_2
1193,NCT04809974,Benzquinamide,result_trial_data_NCT04809974_CF_Benzquinamide_AE_mapped.tsv,4.972383,100,trial_2
1194,NCT04809974,Thiethylperazine,result_trial_data_NCT04809974_CF_Thiethylperazine_AE_mapped.tsv,4.972752,100,trial_2
1195,NCT04809974,Dexchlorpheniramine_,result_trial_data_NCT04809974_CF_Dexchlorpheniramine__AE_mapped.tsv,4.974018,100,trial_2
1196,NCT04809974,Methsuximide,result_trial_data_NCT04809974_CF_Methsuximide_AE_mapped.tsv,4.990281,100,trial_2
1197,NCT04809974,Dactinomycin,result_trial_data_NCT04809974_CF_Dactinomycin_AE_mapped.tsv,4.993559,100,trial_2
1198,NCT04809974,Oxamniquine,result_trial_data_NCT04809974_CF_Oxamniquine_AE_mapped.tsv,4.995135,100,trial_2
1199,NCT04809974,Voriconazole,result_trial_data_NCT04809974_CF_Voriconazole_AE_mapped.tsv,5.000811,100,trial_2
1200,NCT04809974,Urethane,result_trial_data_NCT04809974_CF_Urethane_AE_mapped.tsv,5.000933,100,trial_2
1201,NCT04809974,Ceftibuten,result_trial_data_NCT04809974_CF_Ceftibuten_AE_mapped.tsv,5.002891,100,trial_2
1202,NCT04809974,Altretamine,result_trial_data_NCT04809974_CF_Altretamine_AE_mapped.tsv,5.003869,100,trial_2
1203,NCT04809974,Losartan,result_trial_data_NCT04809974_CF_Losartan_AE_mapped.tsv,5.013088,100,trial_2
1204,NCT04809974,Trichlormethiazide,result_trial_data_NCT04809974_CF_Trichlormethiazide_AE_mapped.tsv,5.013138,100,trial_2
1205,NCT04809974,Doripenem,result_trial_data_NCT04809974_CF_Doripenem_AE_mapped.tsv,5.013825,100,trial_2
1206,NCT04809974,Acemetacin,result_trial_data_NCT04809974_CF_Acemetacin_AE_mapped.tsv,5.020151,100,trial_2
1207,NCT04809974,Nialamide,result_trial_data_NCT04809974_CF_Nialamide_AE_mapped.tsv,5.022918,100,trial_2
1208,NCT04809974,Miltefosine,result_trial_data_NCT04809974_CF_Miltefosine_AE_mapped.tsv,5.023034,100,trial_2
1209,NCT04809974,Maraviroc,result_trial_data_NCT04809974_CF_Maraviroc_AE_mapped.tsv,5.023427,100,trial_2
1210,NCT04809974,Minaprine,result_trial_data_NCT04809974_CF_Minaprine_AE_mapped.tsv,5.035756,100,trial_2
1211,NCT04809974,Risperidone,result_trial_data_NCT04809974_CF_Risperidone_AE_mapped.tsv,5.036828,100,trial_2
1212,NCT04809974,Cinacalcet,result_trial_data_NCT04809974_CF_Cinacalcet_AE_mapped.tsv,5.041562,100,trial_2
1213,NCT04809974,Cefpirome,result_trial_data_NCT04809974_CF_Cefpirome_AE_mapped.tsv,5.046366,100,trial_2
1214,NCT04809974,Primaquine,result_trial_data_NCT04809974_CF_Primaquine_AE_mapped.tsv,5.046812,100,trial_2
1215,NCT04809974,Sulfinpyrazone,result_trial_data_NCT04809974_CF_Sulfinpyrazone_AE_mapped.tsv,5.062282,100,trial_2
1216,NCT04809974,Thalidomide,result_trial_data_NCT04809974_CF_Thalidomide_AE_mapped.tsv,5.069826,100,trial_2
1217,NCT04809974,Almitrine,result_trial_data_NCT04809974_CF_Almitrine_AE_mapped.tsv,5.085404,100,trial_2
1218,NCT04809974,Phenolphthalein,result_trial_data_NCT04809974_CF_Phenolphthalein_AE_mapped.tsv,5.094164,100,trial_2
1219,NCT04809974,Dalfampridine,result_trial_data_NCT04809974_CF_Dalfampridine_AE_mapped.tsv,5.096097,100,trial_2
1220,NCT04809974,Tiagabine,result_trial_data_NCT04809974_CF_Tiagabine_AE_mapped.tsv,5.104883,100,trial_2
1221,NCT04809974,Zomepirac,result_trial_data_NCT04809974_CF_Zomepirac_AE_mapped.tsv,5.104932,100,trial_2
1222,NCT04809974,Triflupromazine,result_trial_data_NCT04809974_CF_Triflupromazine_AE_mapped.tsv,5.107211,100,trial_2
1223,NCT04809974,Pretomanid,result_trial_data_NCT04809974_CF_Pretomanid_AE_mapped.tsv,5.107952,100,trial_2
1224,NCT04809974,Myristic_acid,result_trial_data_NCT04809974_CF_Myristic_acid_AE_mapped.tsv,5.110399,100,trial_2
1225,NCT04809974,Vernakalant,result_trial_data_NCT04809974_CF_Vernakalant_AE_mapped.tsv,5.122264,100,trial_2
1226,NCT04809974,Phthalylsulfathiazol,result_trial_data_NCT04809974_CF_Phthalylsulfathiazol_AE_mapped.tsv,5.124202,100,trial_2
1227,NCT04809974,Alosetron,result_trial_data_NCT04809974_CF_Alosetron_AE_mapped.tsv,5.135037,100,trial_2
1228,NCT04809974,Suprofen,result_trial_data_NCT04809974_CF_Suprofen_AE_mapped.tsv,5.135075,100,trial_2
1229,NCT04809974,Enalapril,result_trial_data_NCT04809974_CF_Enalapril_AE_mapped.tsv,5.137359,100,trial_2
1230,NCT04809974,Asenapine,result_trial_data_NCT04809974_CF_Asenapine_AE_mapped.tsv,5.143121,100,trial_2
1231,NCT04809974,Pivampicillin,result_trial_data_NCT04809974_CF_Pivampicillin_AE_mapped.tsv,5.145616,100,trial_2
1232,NCT04809974,Flunisolide,result_trial_data_NCT04809974_CF_Flunisolide_AE_mapped.tsv,5.155357,100,trial_2
1233,NCT04809974,Pramipexole,result_trial_data_NCT04809974_CF_Pramipexole_AE_mapped.tsv,5.157204,100,trial_2
1234,NCT04809974,Eslicarbazepine_acet,result_trial_data_NCT04809974_CF_Eslicarbazepine_acet_AE_mapped.tsv,5.158964,100,trial_2
1235,NCT04809974,Roflumilast,result_trial_data_NCT04809974_CF_Roflumilast_AE_mapped.tsv,5.159281,100,trial_2
1236,NCT04809974,Phenindione,result_trial_data_NCT04809974_CF_Phenindione_AE_mapped.tsv,5.161276,100,trial_2
1237,NCT04809974,Gemcitabine,result_trial_data_NCT04809974_CF_Gemcitabine_AE_mapped.tsv,5.161936,100,trial_2
1238,NCT04809974,Thioridazine,result_trial_data_NCT04809974_CF_Thioridazine_AE_mapped.tsv,5.161956,100,trial_2
1239,NCT04809974,Lurasidone,result_trial_data_NCT04809974_CF_Lurasidone_AE_mapped.tsv,5.162523,100,trial_2
1240,NCT04809974,Deserpidine,result_trial_data_NCT04809974_CF_Deserpidine_AE_mapped.tsv,5.170387,100,trial_2
1241,NCT04809974,Lorcaserin,result_trial_data_NCT04809974_CF_Lorcaserin_AE_mapped.tsv,5.171187,100,trial_2
1242,NCT04809974,Coumarin,result_trial_data_NCT04809974_CF_Coumarin_AE_mapped.tsv,5.172422,100,trial_2
1243,NCT04809974,Amsacrine,result_trial_data_NCT04809974_CF_Amsacrine_AE_mapped.tsv,5.175366,100,trial_2
1244,NCT04809974,Tacrolimus,result_trial_data_NCT04809974_CF_Tacrolimus_AE_mapped.tsv,5.177121,100,trial_2
1245,NCT04809974,Droxidopa,result_trial_data_NCT04809974_CF_Droxidopa_AE_mapped.tsv,5.177122,100,trial_2
1246,NCT04809974,Mefloquine,result_trial_data_NCT04809974_CF_Mefloquine_AE_mapped.tsv,5.180862,100,trial_2
1247,NCT04809974,Cefixime,result_trial_data_NCT04809974_CF_Cefixime_AE_mapped.tsv,5.188725,100,trial_2
1248,NCT04809974,Maprotiline,result_trial_data_NCT04809974_CF_Maprotiline_AE_mapped.tsv,5.198083,100,trial_2
1249,NCT04809974,Methocarbamol,result_trial_data_NCT04809974_CF_Methocarbamol_AE_mapped.tsv,5.203253,100,trial_2
1250,NCT04809974,Xipamide,result_trial_data_NCT04809974_CF_Xipamide_AE_mapped.tsv,5.204576,100,trial_2
1251,NCT04809974,Cisplatin,result_trial_data_NCT04809974_CF_Cisplatin_AE_mapped.tsv,5.204595,100,trial_2
1252,NCT04809974,Remoxipride,result_trial_data_NCT04809974_CF_Remoxipride_AE_mapped.tsv,5.206412,100,trial_2
1253,NCT04809974,Carbenoxolone,result_trial_data_NCT04809974_CF_Carbenoxolone_AE_mapped.tsv,5.206980,100,trial_2
1254,NCT04809974,Pregabalin,result_trial_data_NCT04809974_CF_Pregabalin_AE_mapped.tsv,5.207836,100,trial_2
1255,NCT04809974,Triamterene,result_trial_data_NCT04809974_CF_Triamterene_AE_mapped.tsv,5.216198,100,trial_2
1256,NCT04809974,Methyclothiazide,result_trial_data_NCT04809974_CF_Methyclothiazide_AE_mapped.tsv,5.227706,100,trial_2
1257,NCT04809974,Sulfapyridine,result_trial_data_NCT04809974_CF_Sulfapyridine_AE_mapped.tsv,5.230530,100,trial_2
1258,NCT04809974,Carprofen,result_trial_data_NCT04809974_CF_Carprofen_AE_mapped.tsv,5.235575,100,trial_2
1259,NCT04809974,Piperazine,result_trial_data_NCT04809974_CF_Piperazine_AE_mapped.tsv,5.245033,100,trial_2
1260,NCT04809974,Bazedoxifene,result_trial_data_NCT04809974_CF_Bazedoxifene_AE_mapped.tsv,5.246421,100,trial_2
1261,NCT04809974,Tolazoline,result_trial_data_NCT04809974_CF_Tolazoline_AE_mapped.tsv,5.247053,100,trial_2
1262,NCT04809974,Hexocyclium,result_trial_data_NCT04809974_CF_Hexocyclium_AE_mapped.tsv,5.249887,100,trial_2
1263,NCT04809974,Ifosfamide,result_trial_data_NCT04809974_CF_Ifosfamide_AE_mapped.tsv,5.253299,100,trial_2
1264,NCT04809974,Crisaborole,result_trial_data_NCT04809974_CF_Crisaborole_AE_mapped.tsv,5.253516,100,trial_2
1265,NCT04809974,Phentermine,result_trial_data_NCT04809974_CF_Phentermine_AE_mapped.tsv,5.253536,100,trial_2
1266,NCT04809974,Metacycline,result_trial_data_NCT04809974_CF_Metacycline_AE_mapped.tsv,5.255821,100,trial_2
1267,NCT04809974,Carbenicillin,result_trial_data_NCT04809974_CF_Carbenicillin_AE_mapped.tsv,5.260319,100,trial_2
1268,NCT04809974,Metildigoxin,result_trial_data_NCT04809974_CF_Metildigoxin_AE_mapped.tsv,5.266337,100,trial_2
1269,NCT04809974,Sulconazole,result_trial_data_NCT04809974_CF_Sulconazole_AE_mapped.tsv,5.275807,100,trial_2
1270,NCT04809974,Pentagastrin,result_trial_data_NCT04809974_CF_Pentagastrin_AE_mapped.tsv,5.275885,100,trial_2
1271,NCT04809974,Tegafur,result_trial_data_NCT04809974_CF_Tegafur_AE_mapped.tsv,5.278313,100,trial_2
1272,NCT04809974,Deslanoside,result_trial_data_NCT04809974_CF_Deslanoside_AE_mapped.tsv,5.283397,100,trial_2
1273,NCT04809974,Triclocarban,result_trial_data_NCT04809974_CF_Triclocarban_AE_mapped.tsv,5.286851,100,trial_2
1274,NCT04809974,Clobazam,result_trial_data_NCT04809974_CF_Clobazam_AE_mapped.tsv,5.292908,100,trial_2
1275,NCT04809974,Xamoterol,result_trial_data_NCT04809974_CF_Xamoterol_AE_mapped.tsv,5.299273,100,trial_2
1276,NCT04809974,Vilazodone,result_trial_data_NCT04809974_CF_Vilazodone_AE_mapped.tsv,5.301890,100,trial_2
1277,NCT04809974,Trilostane,result_trial_data_NCT04809974_CF_Trilostane_AE_mapped.tsv,5.306045,100,trial_2
1278,NCT04809974,Cilazapril,result_trial_data_NCT04809974_CF_Cilazapril_AE_mapped.tsv,5.308215,100,trial_2
1279,NCT04809974,Daunorubicin,result_trial_data_NCT04809974_CF_Daunorubicin_AE_mapped.tsv,5.308659,100,trial_2
1280,NCT04809974,Dantron,result_trial_data_NCT04809974_CF_Dantron_AE_mapped.tsv,5.311552,100,trial_2
1281,NCT04809974,Tripelennamine,result_trial_data_NCT04809974_CF_Tripelennamine_AE_mapped.tsv,5.325180,100,trial_2
1282,NCT04809974,Rolapitant,result_trial_data_NCT04809974_CF_Rolapitant_AE_mapped.tsv,5.332044,100,trial_2
1283,NCT04809974,Pirenzepine,result_trial_data_NCT04809974_CF_Pirenzepine_AE_mapped.tsv,5.336697,100,trial_2
1284,NCT04809974,Leuprolide,result_trial_data_NCT04809974_CF_Leuprolide_AE_mapped.tsv,5.340428,100,trial_2
1285,NCT04809974,Diethylpropion,result_trial_data_NCT04809974_CF_Diethylpropion_AE_mapped.tsv,5.341304,100,trial_2
1286,NCT04809974,Tasimelteon,result_trial_data_NCT04809974_CF_Tasimelteon_AE_mapped.tsv,5.341910,100,trial_2
1287,NCT04809974,Netupitant,result_trial_data_NCT04809974_CF_Netupitant_AE_mapped.tsv,5.346361,100,trial_2
1288,NCT04809974,Cefmenoxime,result_trial_data_NCT04809974_CF_Cefmenoxime_AE_mapped.tsv,5.349286,100,trial_2
1289,NCT04809974,Zonisamide,result_trial_data_NCT04809974_CF_Zonisamide_AE_mapped.tsv,5.359091,100,trial_2
1290,NCT04809974,Tavaborole,result_trial_data_NCT04809974_CF_Tavaborole_AE_mapped.tsv,5.361471,100,trial_2
1291,NCT04809974,Cannabidiol,result_trial_data_NCT04809974_CF_Cannabidiol_AE_mapped.tsv,5.370357,100,trial_2
1292,NCT04809974,Bendamustine,result_trial_data_NCT04809974_CF_Bendamustine_AE_mapped.tsv,5.373731,100,trial_2
1293,NCT04809974,Deflazacort,result_trial_data_NCT04809974_CF_Deflazacort_AE_mapped.tsv,5.385079,100,trial_2
1294,NCT04809974,Cholic_Acid,result_trial_data_NCT04809974_CF_Cholic_Acid_AE_mapped.tsv,5.386207,100,trial_2
1295,NCT04809974,Ramipril,result_trial_data_NCT04809974_CF_Ramipril_AE_mapped.tsv,5.388901,100,trial_2
1296,NCT04809974,Naftopidil,result_trial_data_NCT04809974_CF_Naftopidil_AE_mapped.tsv,5.392346,100,trial_2
1297,NCT04809974,Bisindolylmaleimide_,result_trial_data_NCT04809974_CF_Bisindolylmaleimide__AE_mapped.tsv,5.392490,100,trial_2
